player_id,player_name,event_id
9366,Player_1,6683
9536,Player_2,6683
2947,Player_3,6683
5792,Player_4,6683
4482,Player_5,6683
4762,Player_6,6683
5654,Player_7,6683
261,Player_8,6683
4230,Player_9,6683
6840,Player_10,6683
247,Player_11,6683
2148,Player_12,6683
7203,Player_13,6683
8824,Player_14,6683
8867,Player_15,6683
3011,Player_16,6683
1426,Player_17,6683
3445,Player_18,6683
9425,Player_19,6683
6868,Player_20,6683
9380,Player_21,6683
4100,Player_22,6683
8381,Player_23,6683
4866,Player_24,6683
4179,Player_25,6683
2404,Player_26,6683
9296,Player_27,6683
9701,Player_28,6683
4132,Player_29,6683
6021,Player_30,6683
3078,Player_31,6683
9157,Player_32,6683
7813,Player_33,6683
1326,Player_34,6683
9989,Player_35,6683
5467,Player_36,6683
957,Player_37,6683
1040,Player_38,6683
6621,Player_39,6683
3007,Player_40,6683
4083,Player_41,6683
5941,Player_42,6683
1900,Player_43,6683
4491,Player_44,6683
2374,Player_45,6683
433,Player_46,6683
4364,Player_47,6683
2459,Player_48,6683
3918,Player_49,6683
5736,Player_50,6683
4836,Player_51,6683
2361,Player_52,6683
9273,Player_53,6683
7775,Player_54,6683
6704,Player_55,6683
1034,Player_56,6683
2042,Player_57,6683
9250,Player_58,6683
292,Player_59,6683
1401,Player_60,6683
2467,Player_61,6683
1512,Player_62,6683
3328,Player_63,6683
9927,Player_64,6683
62,Player_65,6683
520,Player_66,6683
3856,Player_67,6683
6337,Player_68,6683
5403,Player_69,6683
6616,Player_70,6683
2784,Player_71,6683
3941,Player_72,6683
5460,Player_73,6683
5246,Player_74,6683
5701,Player_75,6683
273,Player_76,6683
2776,Player_77,6683
4260,Player_78,6683
8863,Player_79,6683
8162,Player_80,6683
6948,Player_81,6683
2371,Player_82,6683
847,Player_83,6683
4853,Player_84,6683
6046,Player_85,6683
5113,Player_86,6683
5191,Player_87,6683
5268,Player_88,6683
5346,Player_89,6683
5424,Player_90,6683
5502,Player_91,6683
5580,Player_92,6683
5658,Player_93,6683
5737,Player_94,6683
5813,Player_95,6683
5891,Player_96,6683
5969,Player_97,6683
6047,Player_98,6683
6125,Player_99,6683
6203,Player_100,6683
6281,Player_101,6683
6358,Player_102,6683
6436,Player_103,6683
6514,Player_104,6683
6592,Player_105,6683
6670,Player_106,6683
6748,Player_107,6683
6826,Player_108,6683
6903,Player_109,6683
6981,Player_110,6683
7059,Player_111,6683
7137,Player_112,6683
7215,Player_113,6683
7293,Player_114,6683
7371,Player_115,6683
7449,Player_116,6683
7526,Player_117,6683
7604,Player_118,6683
7682,Player_119,6683
7760,Player_120,6683
7838,Player_121,6683
7916,Player_122,6683
7994,Player_123,6683
8071,Player_124,6683
8149,Player_125,6683
8227,Player_126,6683
8305,Player_127,6683
8383,Player_128,6683
8461,Player_129,6683
8539,Player_130,6683
8616,Player_131,6683
8694,Player_132,6683
8772,Player_133,6683
8850,Player_134,6683
8928,Player_135,6683
9006,Player_136,6683
9084,Player_137,6683
9162,Player_138,6683
9239,Player_139,6683
9317,Player_140,6683
9395,Player_141,6683
9473,Player_142,6683
9551,Player_143,6683
9629,Player_144,6683
9707,Player_145,6683
9784,Player_146,6683
9862,Player_147,6683
9940,Player_148,6683
10018,Player_149,6683
10096,Player_150,6683
10174,Player_151,6683
10252,Player_152,6683
10330,Player_153,6683
10407,Player_154,6683
10485,Player_155,6683
10563,Player_156,6683
10641,Player_157,6683
10719,Player_158,6683
10797,Player_159,6683
10875,Player_160,6683
10952,Player_161,6683
11030,Player_162,6683
11108,Player_163,6683
11186,Player_164,6683
11264,Player_165,6683
11342,Player_166,6683
11420,Player_167,6683
11497,Player_168,6683
11575,Player_169,6683
11653,Player_170,6683
11731,Player_171,6683
11809,Player_172,6683
11887,Player_173,6683
11965,Player_174,6683
12043,Player_175,6683
12120,Player_176,6683
12198,Player_177,6683
12276,Player_178,6683
12354,Player_179,6683
12432,Player_180,6683
12510,Player_181,6683
12588,Player_182,6683
12665,Player_183,6683
12743,Player_184,6683
12821,Player_185,6683
12899,Player_186,6683
12977,Player_187,6683
13055,Player_188,6683
13133,Player_189,6683
13210,Player_190,6683
13288,Player_191,6683
13366,Player_192,6683
13444,Player_193,6683
13522,Player_194,6683
13600,Player_195,6683
13678,Player_196,6683
13756,Player_197,6683
13833,Player_198,6683
13911,Player_199,6683
13989,Player_200,6683
14067,Player_201,6683
14145,Player_202,6683
14223,Player_203,6683
14301,Player_204,6683
14378,Player_205,6683
14456,Player_206,6683
14534,Player_207,6683
14612,Player_208,6683
14690,Player_209,6683
14768,Player_210,6683
14846,Player_211,6683
14923,Player_212,6683
15001,Player_213,6683
15079,Player_214,6683
15157,Player_215,6683
15235,Player_216,6683
15313,Player_217,6683
15391,Player_218,6683
15469,Player_219,6683
15546,Player_220,6683
15624,Player_221,6683
15702,Player_222,6683
15780,Player_223,6683
15858,Player_224,6683
15936,Player_225,6683
16014,Player_226,6683
16091,Player_227,6683
16169,Player_228,6683
16247,Player_229,6683
16325,Player_230,6683
16403,Player_231,6683
16481,Player_232,6683
16559,Player_233,6683
16636,Player_234,6683
16714,Player_235,6683
16792,Player_236,6683
16870,Player_237,6683
