player_id,player_name,rank,event_id,projected_rating,projected_stdev
9366,Player_1,1,6683,-2.248766822,2.946110686
9536,Player_2,2,6683,-2.229084808,2.887579073
2947,Player_3,3,6683,-2.104538113,2.906088034
5792,Player_4,4,6683,-2.036457347,2.831567606
4482,Player_5,5,6683,-2.021998509,2.963207431
4762,Player_6,6,6683,-2.015184753,2.937830651
5654,Player_7,7,6683,-1.999779747,2.839676152
261,Player_8,8,6683,-1.93393094,2.834394072
4230,Player_9,9,6683,-1.901899704,2.945331873
6840,Player_10,10,6683,-1.863602268,2.819720147
247,Player_11,11,6683,-1.841993055,2.845163601
2148,Player_12,12,6683,-1.747319924,2.800920641
7203,Player_13,13,6683,-1.701610746,2.887600979
8824,Player_14,14,6683,-1.666232146,2.775734017
8867,Player_15,15,6683,-1.590708918,2.784717849
3011,Player_16,16,6683,-1.57503244,2.95488879
1426,Player_17,17,6683,-1.512293922,2.980218414
3445,Player_18,18,6683,-1.463744312,2.80528098
9425,Player_19,19,6683,-1.424428535,2.807273415
6868,Player_20,20,6683,-1.401307998,2.883600524
9380,Player_21,21,6683,-1.399000598,2.726465696
4100,Player_22,22,6683,-1.384518959,2.853755944
8381,Player_23,23,6683,-1.375845922,2.811106075
4866,Player_24,24,6683,-1.361958287,2.827228131
4179,Player_25,25,6683,-1.3381228,2.748826437
2404,Player_26,26,6683,-1.334179537,2.856593816
9296,Player_27,27,6683,-1.298490234,2.92399974
9701,Player_28,28,6683,-1.290338218,2.904679349
4132,Player_29,29,6683,-1.267083818,2.860201216
6021,Player_30,30,6683,-1.261000287,2.933020594
3078,Player_31,31,6683,-1.254775099,2.84187335
9157,Player_32,32,6683,-1.225672602,2.759609158
7813,Player_33,33,6683,-1.220489238,2.787381232
1326,Player_34,34,6683,-1.190902996,2.914996967
9989,Player_35,35,6683,-1.173892789,2.775212985
5467,Player_36,36,6683,-1.165853788,2.937534312
957,Player_37,37,6683,-1.163842273,2.984937051
1040,Player_38,38,6683,-1.148194041,2.785976265
6621,Player_39,39,6683,-1.13167857,2.92294137
3007,Player_40,40,6683,-1.124806597,2.898191487
4083,Player_41,41,6683,-1.122388568,2.883434182
5941,Player_42,42,6683,-1.121836145,2.85081427
1900,Player_43,43,6683,-1.080026497,2.801357283
4491,Player_44,44,6683,-1.071261175,2.891319519
2374,Player_45,45,6683,-1.070226287,2.873062557
433,Player_46,46,6683,-1.058509473,2.903795134
4364,Player_47,47,6683,-1.055415502,2.759664162
2459,Player_48,48,6683,-1.034852619,2.859999796
3918,Player_49,49,6683,-1.017139064,2.783650772
5736,Player_50,50,6683,-1.015556877,2.962848074
4836,Player_51,51,6683,-0.99859413,2.997521438
2361,Player_52,52,6683,-0.994717037,2.843263603
9273,Player_53,53,6683,-0.994703714,2.820646006
7775,Player_54,54,6683,-0.985330042,2.755886349
6704,Player_55,55,6683,-0.975285513,2.809771361
1034,Player_56,56,6683,-0.959242775,2.943155997
2042,Player_57,57,6683,-0.953846387,2.884559934
9250,Player_58,58,6683,-0.948758662,2.831481811
292,Player_59,59,6683,-0.936437355,2.875942321
1401,Player_60,60,6683,-0.932338331,2.830133935
2467,Player_61,61,6683,-0.906343443,2.922194693
1512,Player_62,62,6683,-0.874166354,2.914630264
3328,Player_63,63,6683,-0.848264303,2.982798386
9927,Player_64,64,6683,-0.83672345,2.951202243
62,Player_65,65,6683,-0.833050384,3.030896869
520,Player_66,66,6683,-0.832273146,2.883160632
3856,Player_67,67,6683,-0.826853524,2.791659335
6337,Player_68,68,6683,-0.823442506,2.877877981
5403,Player_69,69,6683,-0.81943165,2.910417264
6616,Player_70,70,6683,-0.817885139,2.734028312
2784,Player_71,71,6683,-0.816513811,2.833034162
3941,Player_72,72,6683,-0.810197356,2.932677067
5460,Player_73,73,6683,-0.805345606,2.727593892
5246,Player_74,74,6683,-0.803493276,2.8652423
5701,Player_75,75,6683,-0.79339175,2.899086238
273,Player_76,76,6683,-0.781814599,2.899837781
2776,Player_77,77,6683,-0.76371174,2.815811616
4260,Player_78,78,6683,-0.762049882,2.99067949
8863,Player_79,79,6683,-0.752742706,2.860460449
8162,Player_80,80,6683,-0.721016939,2.903867556
6948,Player_81,81,6683,-0.707552425,3.05577544
2371,Player_82,82,6683,-0.70619997,2.8830282
847,Player_83,83,6683,-0.673628356,2.948711365
4853,Player_84,84,6683,-0.668846073,3.198560949
6046,Player_85,85,6683,-0.665936671,2.913957189
5113,Player_86,86,6683,-0.648120871,2.946110686
5191,Player_87,87,6683,-0.636003957,2.887579073
5268,Player_88,88,6683,-0.623887042,2.906088034
5346,Player_89,89,6683,-0.611770128,2.831567606
5424,Player_90,90,6683,-0.599653213,2.963207431
5502,Player_91,91,6683,-0.587536298,2.937830651
5580,Player_92,92,6683,-0.575419384,2.839676152
5658,Player_93,93,6683,-0.563302469,2.834394072
5737,Player_94,94,6683,-0.551185555,2.945331873
5813,Player_95,95,6683,-0.53906864,2.819720147
5891,Player_96,96,6683,-0.526951726,2.845163601
5969,Player_97,97,6683,-0.514834811,2.800920641
6047,Player_98,98,6683,-0.502717896,2.887600979
6125,Player_99,99,6683,-0.490600982,2.775734017
6203,Player_100,100,6683,-0.478484067,2.784717849
6281,Player_101,101,6683,-0.466367153,2.95488879
6358,Player_102,102,6683,-0.454250238,2.980218414
6436,Player_103,103,6683,-0.442133324,2.80528098
6514,Player_104,104,6683,-0.430016409,2.807273415
6592,Player_105,105,6683,-0.417899494,2.883600524
6670,Player_106,106,6683,-0.40578258,2.726465696
6748,Player_107,107,6683,-0.393665665,2.853755944
6826,Player_108,108,6683,-0.381548751,2.811106075
6903,Player_109,109,6683,-0.369431836,2.827228131
6981,Player_110,110,6683,-0.357314922,2.748826437
7059,Player_111,111,6683,-0.345198007,2.856593816
7137,Player_112,112,6683,-0.333081092,2.92399974
7215,Player_113,113,6683,-0.320964178,2.904679349
7293,Player_114,114,6683,-0.308847263,2.860201216
7371,Player_115,115,6683,-0.296730349,2.933020594
7449,Player_116,116,6683,-0.284613434,2.84187335
7526,Player_117,117,6683,-0.27249652,2.759609158
7604,Player_118,118,6683,-0.260379605,2.787381232
7682,Player_119,119,6683,-0.24826269,2.914996967
7760,Player_120,120,6683,-0.236145776,2.775212985
7838,Player_121,121,6683,-0.224028861,2.937534312
7916,Player_122,122,6683,-0.211911947,2.984937051
7994,Player_123,123,6683,-0.199795032,2.785976265
8071,Player_124,124,6683,-0.187678118,2.92294137
8149,Player_125,125,6683,-0.175561203,2.898191487
8227,Player_126,126,6683,-0.163444288,2.883434182
8305,Player_127,127,6683,-0.151327374,2.85081427
8383,Player_128,128,6683,-0.139210459,2.801357283
8461,Player_129,129,6683,-0.127093545,2.891319519
8539,Player_130,130,6683,-0.11497663,2.873062557
8616,Player_131,131,6683,-0.102859716,2.903795134
8694,Player_132,132,6683,-0.090742801,2.759664162
8772,Player_133,133,6683,-0.078625886,2.859999796
8850,Player_134,134,6683,-0.066508972,2.783650772
8928,Player_135,135,6683,-0.054392057,2.962848074
9006,Player_136,136,6683,-0.042275143,2.997521438
9084,Player_137,137,6683,-0.030158228,2.843263603
9162,Player_138,138,6683,-0.018041314,2.820646006
9239,Player_139,139,6683,-0.005924399,2.755886349
9317,Player_140,140,6683,0.006192516,2.809771361
9395,Player_141,141,6683,0.01830943,2.943155997
9473,Player_142,142,6683,0.030426345,2.884559934
9551,Player_143,143,6683,0.042543259,2.831481811
9629,Player_144,144,6683,0.054660174,2.875942321
9707,Player_145,145,6683,0.066777088,2.830133935
9784,Player_146,146,6683,0.078894003,2.922194693
9862,Player_147,147,6683,0.091010918,2.914630264
9940,Player_148,148,6683,0.103127832,2.982798386
10018,Player_149,149,6683,0.115244747,2.951202243
10096,Player_150,150,6683,0.127361661,3.030896869
10174,Player_151,151,6683,0.139478576,2.883160632
10252,Player_152,152,6683,0.15159549,2.791659335
10330,Player_153,153,6683,0.163712405,2.877877981
10407,Player_154,154,6683,0.17582932,2.910417264
10485,Player_155,155,6683,0.187946234,2.734028312
10563,Player_156,156,6683,0.200063149,2.833034162
10641,Player_157,157,6683,0.212180063,2.932677067
10719,Player_158,158,6683,0.224296978,2.727593892
10797,Player_159,159,6683,0.236413892,2.8652423
10875,Player_160,160,6683,0.248530807,2.899086238
10952,Player_161,161,6683,0.260647722,2.899837781
11030,Player_162,162,6683,0.272764636,2.815811616
11108,Player_163,163,6683,0.284881551,2.99067949
11186,Player_164,164,6683,0.296998465,2.860460449
11264,Player_165,165,6683,0.30911538,2.903867556
11342,Player_166,166,6683,0.321232294,3.05577544
11420,Player_167,167,6683,0.333349209,2.8830282
11497,Player_168,168,6683,0.345466124,2.948711365
11575,Player_169,169,6683,0.357583038,3.198560949
11653,Player_170,170,6683,0.369699953,2.913957189
11731,Player_171,171,6683,0.381816867,2.946110686
11809,Player_172,172,6683,0.393933782,2.887579073
11887,Player_173,173,6683,0.406050696,2.906088034
11965,Player_174,174,6683,0.418167611,2.831567606
12043,Player_175,175,6683,0.430284526,2.963207431
12120,Player_176,176,6683,0.44240144,2.937830651
12198,Player_177,177,6683,0.454518355,2.839676152
12276,Player_178,178,6683,0.466635269,2.834394072
